city,timestamp,temperature,season
New York,2010-01-01,4.963029249994151,winter
New York,2010-01-02,-0.208865612169229,winter
New York,2010-01-03,-0.1272658692874456,winter
New York,2010-01-04,-6.7718451656080605,winter
New York,2010-01-05,-3.7966497823600425,winter
New York,2010-01-06,9.93732825095082,winter
New York,2010-01-07,7.659767852218209,winter
New York,2010-01-08,-0.2679295890901173,winter
New York,2010-01-09,-0.9787936388910944,winter
New York,2010-01-10,0.6812974048954645,winter
New York,2010-01-11,-7.227800704641388,winter
New York,2010-01-12,2.191658925204188,winter
New York,2010-01-13,-1.384294063266823,winter
New York,2010-01-14,4.333983918932482,winter
New York,2010-01-15,-0.21496619181796928,winter
New York,2010-01-16,-2.317938825494129,winter
New York,2010-01-17,7.241752127377402,winter
New York,2010-01-18,2.5133096413749874,winter
New York,2010-01-19,-3.7177399287290513,winter
New York,2010-01-20,-0.8899909852286936,winter
New York,2010-01-21,-6.823381745720706,winter
New York,2010-01-22,0.46224896882518135,winter
New York,2010-01-23,0.2382047441820415,winter
New York,2010-01-24,-6.076258988429593,winter
New York,2010-01-25,0.9993425938763533,winter
New York,2010-01-26,-0.6071584878494323,winter
New York,2010-01-27,-2.346019302336369,winter
New York,2010-01-28,3.5286987157626952,winter
New York,2010-01-29,4.696116154611136,winter
New York,2010-01-30,-9.95606100335195,winter
New York,2010-01-31,5.380612338978629,winter
New York,2010-02-01,-3.069264064533362,winter
New York,2010-02-02,2.9644923691365705,winter
New York,2010-02-03,1.5516779479149612,winter
New York,2010-02-04,-6.611452471852333,winter
New York,2010-02-05,6.884146057634334,winter
New York,2010-02-06,3.1195472756542357,winter
New York,2010-02-07,0.19557234001693274,winter
New York,2010-02-08,-1.445313971253951,winter
New York,2010-02-09,0.4915649891190082,winter
New York,2010-02-10,2.202530740911401,winter
New York,2010-02-11,-2.3879120912092797,winter
New York,2010-02-12,-5.361642954593443,winter
New York,2010-02-13,1.1202371553199466,winter
New York,2010-02-14,0.9955751775104291,winter
New York,2010-02-15,-1.5147169662138822,winter
New York,2010-02-16,0.6343307626297625,winter
New York,2010-02-17,-5.018708165386501,winter
New York,2010-02-18,-1.459204195535282,winter
New York,2010-02-19,0.5020880820230614,winter
New York,2010-02-20,-11.228213057355305,winter
New York,2010-02-21,4.867058573455359,winter
New York,2010-02-22,-4.29526743725255,winter
New York,2010-02-23,6.012191009371374,winter
New York,2010-02-24,-6.1251160028272436,winter
New York,2010-02-25,-1.204798947023811,winter
New York,2010-02-26,4.1403418015761755,winter
New York,2010-02-27,4.08806548295828,winter
New York,2010-02-28,-11.18871698494588,winter
New York,2010-03-01,11.760097158269899,spring
New York,2010-03-02,14.844051328892897,spring
New York,2010-03-03,16.466951627033705,spring
New York,2010-03-04,17.421281791918613,spring
New York,2010-03-05,9.012341582184568,spring
New York,2010-03-06,10.539782015532317,spring
New York,2010-03-07,3.9205753459031545,spring
New York,2010-03-08,19.67650387989054,spring
New York,2010-03-09,10.225882283519397,spring
New York,2010-03-10,7.235195521798263,spring
New York,2010-03-11,7.875380332603994,spring
New York,2010-03-12,15.979669672032466,spring
New York,2010-03-13,18.97483362842222,spring
New York,2010-03-14,3.88794838295924,spring
New York,2010-03-15,17.9901843195496,spring
New York,2010-03-16,13.029545306065092,spring
New York,2010-03-17,7.225136458130182,spring
New York,2010-03-18,12.139366564332224,spring
New York,2010-03-19,-3.2175651394681193,spring
New York,2010-03-20,25.61562994973773,spring
New York,2010-03-21,6.628980289585526,spring
New York,2010-03-22,12.481096678829353,spring
New York,2010-03-23,12.05993043099352,spring
New York,2010-03-24,8.371830737985057,spring
New York,2010-03-25,17.3010069140555,spring
New York,2010-03-26,7.254447717138417,spring
New York,2010-03-27,11.485217038283421,spring
New York,2010-03-28,16.959930916864714,spring
New York,2010-03-29,9.717396297811021,spring
New York,2010-03-30,15.603224795721792,spring
New York,2010-03-31,2.5148440667805474,spring
New York,2010-04-01,14.783231514568577,spring
New York,2010-04-02,10.169201618372076,spring
New York,2010-04-03,11.34108496585193,spring
New York,2010-04-04,14.175125318446428,spring
New York,2010-04-05,6.434453757655634,spring
New York,2010-04-06,13.168038972856792,spring
New York,2010-04-07,2.4711921452512042,spring
New York,2010-04-08,15.319550503204045,spring
New York,2010-04-09,12.626954969800256,spring
New York,2010-04-10,9.439561497865864,spring
New York,2010-04-11,7.935549780030032,spring
New York,2010-04-12,23.509881862160892,spring
New York,2010-04-13,19.017229116728174,spring
New York,2010-04-14,12.689732447005206,spring
New York,2010-04-15,10.761159521392411,spring
New York,2010-04-16,4.405074389222307,spring
New York,2010-04-17,17.62177640042785,spring
New York,2010-04-18,11.007245837978418,spring
New York,2010-04-19,7.173536896519692,spring
New York,2010-04-20,5.570201985762576,spring
New York,2010-04-21,11.73547690895372,spring
New York,2010-04-22,4.41141146398544,spring
New York,2010-04-23,15.593935789781845,spring
New York,2010-04-24,7.362789691132781,spring
New York,2010-04-25,5.170872856502877,spring
New York,2010-04-26,17.152437576737103,spring
New York,2010-04-27,12.190982041925933,spring
New York,2010-04-28,11.500827847629685,spring
New York,2010-04-29,12.589148375874498,spring
New York,2010-04-30,9.026343908630317,spring
New York,2010-05-01,10.068268715971618,spring
New York,2010-05-02,18.724180742604187,spring
New York,2010-05-03,10.829632812054543,spring
New York,2010-05-04,9.560905052965119,spring
New York,2010-05-05,1.271084197084285,spring
New York,2010-05-06,8.511695722559114,spring
New York,2010-05-07,10.062279085808116,spring
New York,2010-05-08,15.593043512717347,spring
New York,2010-05-09,14.344444192982818,spring
New York,2010-05-10,5.4849156029971455,spring
New York,2010-05-11,15.678479578204989,spring
New York,2010-05-12,10.307797398802242,spring
New York,2010-05-13,6.773326097860059,spring
New York,2010-05-14,3.0314311917791237,spring
New York,2010-05-15,5.616320295158786,spring
New York,2010-05-16,8.570616383915851,spring
New York,2010-05-17,13.675169642050665,spring
New York,2010-05-18,16.35734338829942,spring
New York,2010-05-19,9.835023407484979,spring
New York,2010-05-20,6.202599013024167,spring
New York,2010-05-21,4.892072059184151,spring
New York,2010-05-22,9.489195802741174,spring
New York,2010-05-23,11.121919203864747,spring
New York,2010-05-24,0.8788320741046647,spring
New York,2010-05-25,6.057442154391595,spring
New York,2010-05-26,11.09211547312172,spring
New York,2010-05-27,2.7429934379007834,spring
New York,2010-05-28,14.057784012601283,spring
New York,2010-05-29,8.550730055900937,spring
New York,2010-05-30,11.755954288121114,spring
New York,2010-05-31,4.319928620160835,spring
New York,2010-06-01,21.55887718058381,summer
New York,2010-06-02,28.546575704714027,summer
New York,2010-06-03,16.318323491166254,summer
New York,2010-06-04,20.067874652494126,summer
New York,2010-06-05,20.669252442879344,summer
New York,2010-06-06,13.242523164616173,summer
New York,2010-06-07,26.77317812669289,summer
New York,2010-06-08,34.025181357298365,summer
New York,2010-06-09,28.797776633153838,summer
New York,2010-06-10,24.394543216935634,summer
New York,2010-06-11,30.707720158116146,summer
New York,2010-06-12,28.386930976194154,summer
New York,2010-06-13,31.868379636165997,summer
New York,2010-06-14,29.174295872777005,summer
New York,2010-06-15,19.973401445495746,summer
New York,2010-06-16,27.390274347357835,summer
New York,2010-06-17,28.757901639397154,summer
New York,2010-06-18,29.12061735187387,summer
New York,2010-06-19,18.901702273389624,summer
New York,2010-06-20,25.27919813604091,summer
New York,2010-06-21,25.98591191813683,summer
New York,2010-06-22,21.554888499450364,summer
New York,2010-06-23,8.095633299345845,summer
New York,2010-06-24,34.08406501610597,summer
New York,2010-06-25,22.563770930691756,summer
New York,2010-06-26,18.398830084344397,summer
New York,2010-06-27,27.588075643805873,summer
New York,2010-06-28,28.160583688235217,summer
New York,2010-06-29,23.969597193179162,summer
New York,2010-06-30,20.536170330576184,summer
New York,2010-07-01,31.249646218854764,summer
New York,2010-07-02,24.605023285679138,summer
New York,2010-07-03,26.043590093654824,summer
New York,2010-07-04,24.330761035470132,summer
New York,2010-07-05,19.397557322764968,summer
New York,2010-07-06,29.9840626113665,summer
New York,2010-07-07,23.30441526734085,summer
New York,2010-07-08,25.63649271587474,summer
New York,2010-07-09,19.89079408135151,summer
New York,2010-07-10,23.929538041188348,summer
New York,2010-07-11,24.620712638027378,summer
New York,2010-07-12,29.06080858563161,summer
New York,2010-07-13,20.563321879212346,summer
New York,2010-07-14,31.1495258640612,summer
New York,2010-07-15,27.470718903687356,summer
New York,2010-07-16,28.31360672380239,summer
New York,2010-07-17,11.404502803138548,summer
New York,2010-07-18,16.885357184258364,summer
New York,2010-07-19,30.670757337490905,summer
New York,2010-07-20,29.018416002755238,summer
New York,2010-07-21,28.98635055726391,summer
New York,2010-07-22,27.189808543545553,summer
New York,2010-07-23,22.027971324867877,summer
New York,2010-07-24,19.900815777957355,summer
New York,2010-07-25,28.00000974328595,summer
New York,2010-07-26,33.051072177342604,summer
New York,2010-07-27,37.09884159178879,summer
New York,2010-07-28,22.716364146608207,summer
New York,2010-07-29,23.630271215072685,summer
New York,2010-07-30,16.426462846330427,summer
New York,2010-07-31,20.34559018366861,summer
New York,2010-08-01,28.10273444162273,summer
New York,2010-08-02,33.47795701924167,summer
New York,2010-08-03,26.909964767952786,summer
New York,2010-08-04,26.31391665306894,summer
New York,2010-08-05,25.532575983703833,summer
New York,2010-08-06,29.377619595679516,summer
New York,2010-08-07,13.447674531023537,summer
New York,2010-08-08,23.865055480555885,summer
New York,2010-08-09,37.564539767218655,summer
New York,2010-08-10,23.623261237266675,summer
New York,2010-08-11,26.702938434457774,summer
New York,2010-08-12,21.875453253802284,summer
New York,2010-08-13,29.63117829784971,summer
New York,2010-08-14,25.456674448729252,summer
New York,2010-08-15,33.33850739769627,summer
New York,2010-08-16,20.831935850393272,summer
New York,2010-08-17,36.385811364924564,summer
New York,2010-08-18,26.716637162426217,summer
New York,2010-08-19,26.0365300972241,summer
New York,2010-08-20,27.7806677115821,summer
New York,2010-08-21,27.925545622804513,summer
New York,2010-08-22,28.42866401890226,summer
New York,2010-08-23,27.71113148134439,summer
New York,2010-08-24,24.12914897236177,summer
New York,2010-08-25,20.609730611074156,summer
New York,2010-08-26,18.653397135390726,summer
New York,2010-08-27,18.594786346275956,summer
New York,2010-08-28,36.3860889576334,summer
New York,2010-08-29,24.229350625344793,summer
New York,2010-08-30,20.371117625322857,summer
New York,2010-08-31,25.343491507538264,summer
New York,2010-09-01,16.118132441044402,autumn
New York,2010-09-02,9.819218052625232,autumn
New York,2010-09-03,8.887858003857879,autumn
New York,2010-09-04,10.436484634268306,autumn
New York,2010-09-05,20.596413894665485,autumn
New York,2010-09-06,19.64324386351902,autumn
New York,2010-09-07,11.675232776547269,autumn
New York,2010-09-08,18.762522774887163,autumn
New York,2010-09-09,14.879737326705882,autumn
New York,2010-09-10,11.399857662322555,autumn
New York,2010-09-11,7.464063286244062,autumn
New York,2010-09-12,21.115189117847443,autumn
New York,2010-09-13,20.312287998914933,autumn
New York,2010-09-14,15.455268065268179,autumn
New York,2010-09-15,17.96061589655639,autumn
New York,2010-09-16,18.453218395187733,autumn
New York,2010-09-17,12.585867002768758,autumn
New York,2010-09-18,11.837568753162927,autumn
New York,2010-09-19,19.512947468897515,autumn
New York,2010-09-20,12.568853975920039,autumn
New York,2010-09-21,7.277422386810065,autumn
New York,2010-09-22,17.591403403950963,autumn
New York,2010-09-23,19.752999964984955,autumn
New York,2010-09-24,12.944320837380673,autumn
New York,2010-09-25,16.791929284100092,autumn
New York,2010-09-26,18.183633847518546,autumn
New York,2010-09-27,20.10204795315771,autumn
New York,2010-09-28,15.250667519909799,autumn
New York,2010-09-29,21.2217651874275,autumn
New York,2010-09-30,18.724194735354295,autumn
New York,2010-10-01,20.35632939726291,autumn
New York,2010-10-02,13.865723246112529,autumn
New York,2010-10-03,9.656659743283651,autumn
New York,2010-10-04,7.371114891090449,autumn
New York,2010-10-05,10.5064347650681,autumn
